 Clave_de_zona, Ejercicio, Mes, Concesionario, Numeros_de_camión, Nombres_de_asentamientos, Turno, Dias, Horario_de_inicio, Horario_de_fin, Perimetro_de_zona, Nota
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,36,PEDREGAL CUMBRES,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7328334, -100.395103",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,9,PLUTARCO ELIAS CALLES,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7527132, -100.3960762",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,40,RESIDENCIAL LAS LAJAS,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.697521, -100.3769596",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,47,RESIDENCIAL MISIÓN LINCOLN 2,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.740572, -100.3748279",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,9,SAN BERNABÉ (FOMERREY 51),MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7569385, -100.3932123",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,19,SAN BERNABÉ XII SECTOR,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7700128, -100.3833096",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,20,SAN BERNABÉ XIII SECTOR,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7653104, -100.3863212",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,56,SAN JORGE,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7231125, -100.3673529",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,35,VALLE DE LAS CUMBRES 2 SEC.,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7365348, -100.389492",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,51,VALLE DE LAS MITRAS,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7199458, -100.3609761",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,42,VALLE DE LOS CEDROS,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7268892, -100.377268",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,54,VALLE MORELOS,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7226873, -100.3466129",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,47,VALLE VERDE 1 SEC.,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7277361, -100.3776573",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,56,VILLA MITRAS,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7276296, -100.3636692",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,17,VISTA HERMOSA,MATUTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.6932882, -100.3657847",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,36,"25 DE MARZO, SIERRA VENTANA",MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6291873, -100.2818044",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,48,ALFAREROS,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6359617, -100.3130438",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,40,ALTA VISTA INVERNADERO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6384204, -100.2903475",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,35,ALTA VISTA LOMAS,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6360651, -100.2919394",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,8,AMERICA II,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6496338, -100.3135905",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,31,AMPLIACION COMERCIAL DOCTORES,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6653574, -100.3511511",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,40,ARROYO SECO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6414391, -100.2897396",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,38,BALCONES DEL MIRADOR,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6282316, -100.2906154",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,59,BOSQUES DE SATELITE,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5982849, -100.2688043",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,39,BRISAS DEL VALLE,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6251234, -100.2905212",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,51,CAMPESTRE BUGAMBILIA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5867648, -100.2682093",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,26,COLINAS DE SAN JERONIMO 11 SECTOR,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6834156, -100.3623947",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,25,COLINAS DE SAN JERONIMO 5 SECTOR,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6911128, -100.3678559",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,6,COLINAS DEL SUR,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6070929, -100.2802743",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,4,COOPERATIVA CUAUHTEMOC,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6775744, -100.3748589",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,31,DEL CARMEN,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6677465, -100.3625886",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,31,EL MAGUEY,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6623026, -100.3349154",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,22,FRACC. PRIVADA LA HERRADURA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5672114, -100.2391245",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,27,INDEPENDENCIA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6582918, -100.3225865",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,8,INDEPENDENCIA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6582918, -100.3225865",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,43,INDEPENDENCIA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6582918, -100.3225865",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,48,JARDIN DE LAS TORRES,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6362061, -100.3112648",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,18,JARDINES ROMA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6453965, -100.3038745",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,53,LA BRISAS 10 SEC.,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6232759, -100.2863732",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,22,LA LAGRIMA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5851361, -100.2539186",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,54,LA REPUBLICA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6255672, -100.2992818",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,48,LADERAS DEL MIRADOR (FOMERREY 21),MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6332593, -100.3098138",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,51,LAGOS DEL VERGEL,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5846932, -100.2736544",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,53,LAS BRISAS 2 SEC.,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6222815, -100.2758405",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,53,LAS BRISAS 5 SEC.,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6209352, -100.2834049",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,31,LOMA LARGA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6645741, -100.3438218",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,31,LOMAS DE SAN FRANCISCO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6665813, -100.3489968",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,59,LOMAS MEDEROS,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5950742, -100.2653973",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,2,LOS CRISTALES,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5385091, -100.2100102",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,31,LOS DOCTORES,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6686969, -100.3555936",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,38,LOS ROSALES,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6306017, -100.29518",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,14,NOGALES DE LA SIERRA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5843269, -100.2370549",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,10,NUEVA ESTANZUELA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5808534, -100.2390384",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,14,NUEVA ESTANZUELA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5808534, -100.2390384",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,44,NUEVO REPUEBLO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6596781, -100.3072205",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,48,PASEO DE LAS PRIVANZAS,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6374072, -100.317325",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,38,PASEO DEL MARQUEZ,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.626219, -100.2927773",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,13,PIO X,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6625457, -100.3325846",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,48,PRIVANZAS 1ER SECTOR 2DA ETAPA P. MARSELLA,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.638713, -100.319743",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,45,QUINCE DE SEPTIEMBRE,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6323354, -100.2990738",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,4,RINCON DE LAS COLINAS,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6793032, -100.3702398",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,4,RINCON DEL VALLE,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6718182, -100.3663667",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,51,RINCON DEL VALLE ALTO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5791019, -100.2668735",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,8,TANQUE DE GUADALUPE,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6501761, -100.3162914",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,1,VALLE ALTO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5707103, -100.277854",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,51,VALLE ALTO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.5707103, -100.277854",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,26,VALLE DE SAN JERONIMO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6880082, -100.37444",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,14,VALLE DEL HUAJUCO,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.664396, -100.272727",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,38,VALLE DEL MARQUEZ,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6253698, -100.2940049",
SUR,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,21,VALLE DEL MIRADOR,MATUTINO,"MARTES, JUEVES Y SABADO",06:00:00,14:00:00,"25.6396085, -100.313931",
CENTRO,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,Relevo,CONDOMINIOS LA FINCA,NOCTURNO,DIARIO,21:00:00,05:00:00,"25.6718306, -100.3035222",
CENTRO,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,Relevo,JARDINES DEL CERRO,NOCTURNO,DIARIO,21:00:00,05:00:00,"25.6779559, -100.3509597",
CENTRO,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,Relevo,LOMAS,NOCTURNO,DIARIO,21:00:00,05:00:00,"25.6810814, -100.3408637",
CENTRO,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,Relevo,MARIA LUISA,NOCTURNO,DIARIO,21:00:00,05:00:00,"25.6737241, -100.3388963",
CENTRO,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,Relevo,MODELO,NOCTURNO,DIARIO,21:00:00,05:00:00,"25.6829464, -100.2949968",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,8,10 DE JUNIO,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7407932, -100.3324468",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,35,AMPLIACION MUNICIPAL,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7667408, -100.3637873",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,48,ARTÍCULO 27 (FOMERREY 96),VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.756951, -100.3556203",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,2,BARRIO DEL PRADO,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7826289, -100.3964051",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,4,BUROCRATAS MOCTEZUMA,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7360328, -100.349698",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,6,COLINAS DE VALLE VERDE,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7398675, -100.3718748",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,37,CROC,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.782468, -100.3782748",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,47,DIECINUEVE DE ABRIL,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7543581, -100.3529143",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,18,FOMERREY SECTOR PONIENTE,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7427265, -100.3441049",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,53,FRANCISCO VILLA,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7524124, -100.3580157",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,61,LA ALIANZA,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",06:00:00,14:00:00,"25.7741005, -100.4160547",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,32,LA REFORMA,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7608644, -100.3645854",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,3,LADERAS DEL TOPOCHICO,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7700725, -100.3706954",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,42,LÁZARO CARDENAS,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7450048, -100.3279466",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,26,LOMAS MODELO,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7403445, -100.3637069",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,4,NUEVA GALICIA,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7323301, -100.3500764",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,5,NUEVA TOPO CHICO,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7327775, -100.3229385",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,24,PABLO GONZÁLEZ,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7314131, -100.3382065",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,8,PLAN DE SAL LUIS,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7423984, -100.3380267",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,32,RENÉ ÁLVAREZ,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7635872, -100.3588569",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,28,SAN ANGEL (FOMERREY 78),VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7478477, -100.3505125",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,17,SAN BERNABÉ,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7593016, -100.372777",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,9,SAN BERNABE I SEC.,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7602661, -100.3655231",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,40,SAN BERNABÉ I SEC.,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7602661, -100.3655231",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,40,SAN BERNABÉ II SEC.,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7535601, -100.3710108",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,12,SAN BERNABE III SEC.,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7568853, -100.3734895",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,40,SAN BERNABÉ III SEC.,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7568853, -100.3734895",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,17,SAN BERNABÉ V,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7546999, -100.3661624",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,38,TIERRA PROPIA (FOMERREY 35),VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7925945, -100.3829593",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,8,TIERRA Y LIBERTAD SECTOR NORTE,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7423872, -100.3414154",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,26,UNIDAD MODELO,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7404865, -100.3613828",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,8,UNIDAD REFORMA URBANA,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.7445646, -100.3418492",
NORTE,2022,ABRIL-JUNIO,RED RECOLECTOR SOCIEDAD ANONIMA DE CAPITAL VARIABLE,50,VILLA ALEGRE,VESPERTINO,"LUNES, MIERCOLES Y VIERNES",14:00:00,22:00:00,"25.74643, -100.371057",
